1451320226.566406	 999
1451320228.349669	 229
1451320241.721547	 1
1451320241.778341	 1
1451320241.990308	 1
1451320242.24726	 1
1451320242.396291	 1
1451320242.614512	 1
1451320242.780513	 1
1451320242.996365	 1
1451320243.181056	 1
1451320243.396285	 1
1451320243.647413	 1
1451320243.780928	 1
1451320243.97971	 1
1451320244.180133	 1
1451320244.381085	 1
1451320244.59803	 1
1451320244.781054	 1
1451320245.014868	 1
1451320245.181463	 1
1451320245.431117	 1
1451320245.598608	 1
1451320263.634531	 1
1451320263.634706	 1
1451320263.65148	 1
1451320263.912361	 1
1451320264.08808	 1
1451320264.290761	 1
1451320264.48421	 1
1451320264.734033	 1
1451320264.867992	 1
1451320265.100476	 1
1451320265.275326	 1
1451320265.485135	 1
1451320265.806939	 1
1451320265.88788	 1
1451320266.174527	 1
1451320266.28512	 1
1451320266.47497	 1
1451320266.757156	 1
1451320267.008556	 1
1451320267.240424	 1
1451320267.285844	 1
1451320267.524203	 1
1451320267.7184	 1
1451320267.908302	 1
1451320268.101853	 1
1451320268.434518	 1
1451320268.52041	 1
1451320268.721703	 1
1451320268.874007	 1
1451320269.103655	 1
1451320269.357582	 1
