1451323602.144872	 999
1451323605.766944	 229
1451323618.453197	 1
1451323618.502027	 1
1451323618.725074	 1
1451323618.924516	 1
1451323619.147164	 1
1451323619.330515	 1
1451323619.514768	 1
1451323619.730952	 1
1451323619.914074	 1
1451323620.131275	 1
1451323620.31422	 1
1451323620.531281	 1
1451323620.714163	 1
1451323620.914278	 1
1451323621.114007	 1
1451323621.331111	 1
1451323621.531427	 1
1451323621.714609	 1
1451323621.931419	 1
1451323622.11462	 1
1451323622.330967	 1
1451323639.378391	 1
1451323639.378552	 1
1451323639.382411	 1
1451323639.617267	 1
1451323639.834379	 1
1451323640.033796	 1
1451323640.228941	 1
1451323640.434477	 1
1451323640.623492	 1
1451323640.823107	 1
1451323641.023813	 1
1451323641.220369	 1
1451323641.434092	 1
1451323641.621288	 1
1451323641.821034	 1
1451323642.021338	 1
1451323642.220506	 1
1451323642.421922	 1
1451323642.618256	 1
1451323642.817757	 1
1451323643.017596	 1
1451323643.218191	 1
1451323643.41692	 1
1451323643.667295	 1
1451323643.817711	 1
1451323644.018645	 1
1451323644.218217	 1
1451323644.455	 1
1451323644.617793	 1
1451323644.818424	 1
1451323645.017522	 1
