1451320423.192116		999
1451320423.365391		229
1451320436.379269		1
1451320436.439193		1
1451320436.646465		1
1451320436.889403		1
1451320437.038502		1
1451320437.288343		1
1451320437.455309		1
1451320437.639341		1
1451320437.855722		1
1451320438.039561		1
1451320438.289627		1
1451320438.455463		1
1451320438.655666		1
1451320438.839556		1
1451320439.056545		1
1451320439.239373		1
1451320439.455507		1
1451320439.639064		1
1451320439.856284		1
1451320440.105889		1
1451320440.238669		1
1451320457.701238		1
1451320457.701404		1
1451320457.809306		1
1451320458.03653		1
1451320458.228011		1
1451320458.444249		1
1451320458.599887		1
1451320458.823393		1
1451320459.025898		1
1451320459.21092		1
1451320459.41845		1
1451320459.623566		1
1451320459.806914		1
1451320460.012427		1
1451320460.248684		1
1451320460.443109		1
1451320460.611537		1
1451320460.815915		1
1451320460.999022		1
1451320461.197935		1
1451320461.442334		1
1451320461.631569		1
1451320461.827523		1
1451320462.027909		1
1451320462.313102		1
1451320462.412721		1
1451320462.619896		1
1451320462.810177		1
1451320462.996909		1
1451320463.228155		1
1451320463.41176		1
