1451324554.986746	 999
1451324557.519758	 229
1451324570.227294	 1
1451324570.445084	 1
1451324570.755789	 1
1451324571.034317	 1
1451324571.334973	 1
1451324571.634592	 1
1451324571.917131	 1
1451324572.234255	 1
1451324572.518107	 1
1451324572.851562	 1
1451324573.134909	 1
1451324573.417537	 1
1451324573.735209	 1
1451324574.018065	 1
1451324574.317904	 1
1451324574.618274	 1
1451324574.918082	 1
1451324575.218269	 1
1451324575.518227	 1
1451324575.818445	 1
1451324576.118067	 1
1451324593.258899	 1
1451324593.33674	 1
1451324593.692413	 1
1451324593.99035	 1
1451324594.299072	 1
1451324594.646717	 1
1451324594.89853	 1
1451324595.199567	 1
1451324595.499636	 1
1451324595.808809	 1
1451324596.09979	 1
1451324596.398274	 1
1451324596.705218	 1
1451324597.00552	 1
1451324597.331659	 1
1451324597.583402	 1
1451324597.893747	 1
1451324598.192909	 1
1451324598.48101	 1
1451324598.792364	 1
1451324599.082519	 1
1451324599.396768	 1
1451324599.726975	 1
1451324600.016247	 1
1451324600.315552	 1
1451324600.616577	 1
1451324600.918226	 1
1451324601.215265	 1
1451324601.514909	 1
1451324601.816851	 1
1451324602.117441	 1
