1451320338.782363	999
1451320340.330815	229
1451320353.443729	1
1451320353.443881	1
1451320353.894104	1
1451320353.894483	1
1451320354.078935	1
1451320354.244891	1
1451320354.52913	1
1451320354.661485	1
1451320354.878721	1
1451320355.079216	1
1451320355.278687	1
1451320355.49485	1
1451320355.694929	1
1451320355.829524	1
1451320356.062089	1
1451320356.296013	1
1451320356.445509	1
1451320356.910836	1
1451320356.911019	1
1451320357.145231	1
1451320357.279298	1
1451320374.833605	1
1451320374.833766	1
1451320375.098116	1
1451320375.098328	1
1451320375.407128	1
1451320375.463828	1
1451320375.823647	1
1451320375.873315	1
1451320376.155092	1
1451320376.254101	1
1451320376.638196	1
1451320376.687501	1
1451320376.988232	1
1451320377.23529	1
1451320377.436678	1
1451320377.954977	1
1451320378.283752	1
1451320378.386713	1
1451320378.632421	1
1451320378.782824	1
1451320379.032797	1
1451320379.316036	1
1451320379.434707	1
1451320379.599739	1
1451320379.789562	1
1451320379.972782	1
1451320380.166084	1
1451320380.366156	1
1451320380.555874	1
1451320380.939224	1
1451320381.04849	1
